product,piece,kg,l,ml,price_gel,kcal,fats,carbs,protein,kcal_per_package,fats_per_package,carbs_per_package,protein_per_package
"ლიქიორი ""Jagermeister"" 35%",0,0,0.5,0,49.95,320,0,25,0,1600,0,125,0
"წყალი სასმელი ""ბაკურიანი""",0,0,0.5,0,1,0,0,0,0,0,0,0,0
"წყალი სასმელი ""ჯეო ნატურა""",0,0,0.5,0,0.75,0,0,0,0,0,0,0,0
"წყალი სასმელი ""ჯეო ნატურა""",0,0,1.5,0,1.65,0,0,0,0,0,0,0,0
"წყალი სასმელი ""ბაკურიანი"" ციდა",0,0,0.33,0,1.25,10,0,2.5,0,33,0,8.25,0
"წყალი სასმელი ""ბაკურიანი""",0,0,1.5,0,1.9,0,0,0,0,0,0,0,0
"წყალი სასმელი ""ბაკურიანი"" ლიმონის",0,0,0.5,0,1.6,12,0,3,0,60,0,15,0
"წყალი სასმელი ""ბახმარო""",0,0,6,0,5.95,0,0,0,0,0,0,0,0
"წყალი სასმელი ""ბაკურიანი""",0,0,3,0,4.2,0,0,0,0,0,0,0,0
"წყალი სასმელი ""ბაკურიანი""",0,0,6,0,5.95,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ნაბეღლავი""",0,0,1,0,1.95,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ლიკანი""",0,0,1,0,1.75,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ლიკანი""",0,0,1.5,0,2.55,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ბორჯომი""",0,0,1,0,2.3,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ნაბეღლავი""",0,0,0.5,0,1.5,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ლიკანი""",0,0,0.6,0,1.45,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ბორჯომი"" (შუშა)",0,0,0.5,0,2.6,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ბორჯომი""",0,0,0.5,0,1.65,0,0,0,0,0,0,0,0
"წყალი მინერალური ""ბორჯომი"" (ქილა)",0,0,0.33,0,1.85,0,0,0,0,0,0,0,0
"გამაგრილებელი სასმელი ""iFun""",0,0,0.5,0,0.99,38,0,9.5,0,190,0,47.5,0
"მოჰიტო ""myMojito"" კლასიკი (პეტი)",0,0,0,500,0.99,45,0,11,0,225,0,55,0
"გამაგრილებელი სასმელი ""iFun""",0,0,2,0,2.95,38,0,9.5,0,760,0,190,0
"გამაგრილებელი სასმელი ""პეპსი"" ბლექი",0,0,0.5,0,1.75,38,0,9.5,0,190,0,47.5,0
"გამაგრილებელი სასმელი ""პეპსი""",0,0,0.5,0,1.75,41,0,11,0,205,0,55,0
"გამაგრილებელი სასმელი ""პეპსი"" (ქილა)",0,0,0.33,0,1.8,41,0,11,0,135.3,0,36.3,0
"გამაგრილებელი სასმელი ""პეპსი""",0,0,0.25,0,0.95,41,0,11,0,102.5,0,27.5,0
"გამაგრილებელი სასმელი ""პეპსი""",0,0,1.5,0,3.65,41,0,11,0,615,0,165,0
"გამაგრილებელი სასმელი ""მირინდა"" ფორთოხალი",0,0,1.5,0,3.65,42,0,10.5,0,630,0,157.5,0
"გამაგრილებელი სასმელი ""მირინდა"" მწვანე ვაშლი",0,0,0.5,0,1.75,40,0,10,0,200,0,50,0
"გამაგრილებელი სასმელი ""მირინდა"" მწვანე ვაშლი",0,0,1.5,0,3.65,40,0,10,0,600,0,150,0
"ცივი ჩაი ""ლიპტონ"" ატამი",0,0,0.5,0,2.3,25,0,6,0,125,0,30,0
"ლიმონათი ""ბორჯომი"" აჭარული მანდარინი",0,0,0.33,0,2.75,48,0,12,0,158.4,0,39.6,0
"ლიმონათი ""ბორჯომი"" ტარხუნა",0,0,0.33,0,2.75,48,0,12,0,158.4,0,39.6,0
"წვენი ""ჰოპი"" ალუბალი (ტეტრაპაკი)",0,0,1,0,2.55,45,0,11,0.2,450,0,110,2
"წვენი ""ჰოპი"" ატამი (ტეტრაპაკი)",0,0,1,0,2.55,44,0,11,0.2,440,0,110,2
"წვენი ""ლავი"" ალუბალი (ტეტრაპაკი)",0,0,0.2,0,1,46,0,11.5,0.2,92,0,23,0.4
"წვენი ""ჰოპი"" ფორთოხალი (ტეტრაპაკი)",0,0,1,0,2.55,47,0,11.8,0.2,470,0,118,2
"წვენი ""ლავი"" ალუბალი (ტეტრაპაკი)",0,0,1,0,3.75,46,0,11.5,0.2,460,0,115,2
"წვენი ""ლავი"" ბროწეული (ტეტრაპაკი)",0,0,1,0,3.75,48,0,12,0.2,480,0,120,2
"წვენი ""ჰოპი"" ალოე ვერა",0,0,0.5,0,2.49,42,0,10,0.1,210,0,50,0.5
"წვენი ""სანდორა""ატამი(ტეტრაპაკი)",0,0,0.25,0,2.2,44,0,11,0.2,110,0,27.5,0.5
"წვენი ""ლავი"" ატმის ნექტარი (ტეტრაპაკი)",0,0,0.2,0,1,52,0,13,0.1,104,0,26,0.2
"წვენი ""ლავი"" ხილის ნექტარი (ტეტრაპაკი)",0,0,0.2,0,1,50,0,12.5,0.2,100,0,25,0.4
"წვენი ""სანდორა"" ბროწეული და არონია(ტეტრაპაკი)",0,0,0.95,0,5.95,47,0,11.8,0.2,446.5,0,112.1,1.9
"წვენი ""სანდორა"" ალუბალი",0,0,0.25,0,2.2,46,0,11.5,0.2,115,0,28.75,0.5
"წვენი ""სანდორა"" ვაშლი",0,0,0.95,0,5.95,46,0,11.5,0.1,437,0,109.25,0.95
"წვენი ""სანდორა"" ალუბალი",0,0,0.95,0,5.95,46,0,11.5,0.2,437,0,109.25,1.9
"წვენი ""სანდორა"" ატამი",0,0,0.95,0,5.95,44,0,11,0.2,418,0,104.5,1.9
"წვენი ""სანდორა"" მანგო (ტეტრაპაკი)",0,0,0.95,0,5.95,50,0,12.5,0.1,475,0,118.75,0.95
"წვენი ""სანდორა"" მულტიხილი",0,0,0.95,0,5.95,48,0,12,0.2,456,0,114,1.9
"წვენი ""მუნ ბერი"" ალოე ვერა",0,0,0.5,0,2.5,40,0,10,0.1,200,0,50,0.5
"ენერგეტიკული სასმელი ""ბუმ ფაიარ""",0,0,0.33,0,1.8,45,0,11,0,148.5,0,36.3,0
"ენერგეტიკული სასმელი ""ბუმ ფაიარ""",0,0,0,0,1.8,45,0,11,0,0,0,0,0
